rms,peak,crest,kurtosis,std,mean_abs,dominant_freq,dominant_amp,spectral_energy,spectral_centroid,spectral_bandwidth,label
7662.187966283786,10482.0,1.3680165569057217,-0.550185702536147,1057.4658685532947,7588.8662109375,5,411127.129204716,586272800078.9999,0.08881034188534953,0.1271009167004532,unbalance_23g
7305.758831865106,10508.0,1.4383173934195397,-0.02802685558060869,1308.2052194303717,7187.677734375,4,626219.179174882,897266906830.0002,0.07945536981902505,0.12194640012558317,unbalance_23g
7361.88138026084,9693.0,1.3166471312604286,1.9939215412716518,1121.163578373029,7276.0078125,4,466944.99453996675,659032961438.0,0.10822464007362712,0.13102668502691883,unbalance_23g
8039.352285471876,11448.0,1.4239953162256593,-0.4230229763014668,1393.7221336144908,7917.62109375,4,644878.013324017,1018408945782.0,0.07841529938675416,0.12137148809246855,unbalance_23g
7112.372585153217,11552.0,1.6242118732804185,-0.4770888139496674,2150.5701113322857,6779.4462890625,1,839007.9514509644,2424806595567.001,0.08081907908779755,0.12337185669717263,unbalance_23g
7840.064038073525,11085.0,1.413891512386655,-0.3755762025907736,1375.936419580275,7718.380859375,4,622762.4906653479,992582213916.0001,0.08025466893475337,0.12223536839504129,unbalance_23g
6926.561414673951,10910.0,1.5750961186725518,-0.5556322305091488,2011.7603530740641,6627.9765625,1,846461.3016373526,2121886996247.9995,0.07850755681941501,0.12180085958472263,unbalance_23g
6912.561643316915,11250.0,1.6274719243735833,-0.32405883257731993,2134.3203554375,6574.814453125,1,989003.0772471833,2388282337270.0,0.0908911598671276,0.12720886206242552,unbalance_23g
7400.578907821903,10118.0,1.3671903409212987,-0.4842192573755084,1967.266984686403,7134.3134765625,2,858681.390895393,2029062906035.0002,0.08234078910941685,0.12415567522787628,unbalance_23g
8035.8167969255,12429.0,1.5467002688208782,0.02290249926753196,1471.907514522561,7899.86328125,4,525175.9561035739,1135853104821.9998,0.0778527045785514,0.12109476002253888,unbalance_23g
7082.522979688276,12695.0,1.7924403544340843,-0.8119100058748128,2792.448974060543,6508.791015625,1,1165410.193092393,4088277334725.9995,0.09647069436807743,0.1292647876644592,unbalance_23g
7449.465975184375,10864.0,1.458359570496745,0.8009177200145539,1913.9171616215106,7199.4072265625,5,665544.3230131074,1920506809490.9995,0.08937613127562816,0.1262272579427205,unbalance_23g
8038.005086615766,13192.0,1.6412032410835677,1.2424781938262779,1381.3306573629159,7918.4248046875,4,551090.9930602742,1000379672387.0,0.08016867132851849,0.12186355039516839,unbalance_23g
